No.;Time;;Time 1;Time 2;Delay;Total Delay;Rata Rata delay;Delay 1;Delay 2;Jitter;Total Jitter;Rata rata jiter
35128;549,043297;;549,043297;549,044963;0,001666;;;0,001604;-0,012155;-0,013759;;
35129;549,044963;;549,044963;549,045025;6,20E-05;;;-0,012155;0,012213;0,024368;;
35130;549,045025;;549,045025;549,057242;0,012217;;;0,012213;-8,10E-05;-0,012294;;
35131;549,057242;;549,057242;549,057246;4,00E-06;;;-8,10E-05;-0,000183;-0,000102;;
35132;549,057246;;549,057246;549,057331;8,50E-05;;;-0,000183;0,000226;0,000409;;
35133;549,057331;;549,057331;549,057599;0,000268;;;0,000226;-0,009454;-0,00968;;
35134;549,057599;;549,057599;549,057641;4,20E-05;;;-0,009454;0,009434;0,018888;;
35135;549,057641;;549,057641;549,067137;0,009496;;;0,009434;-0,002286;-0,01172;;
35136;549,067137;;549,067137;549,067199;6,20E-05;;;-0,002286;0,002343;0,004629;;
35137;549,067199;;549,067199;549,069547;0,002348;;;0,002343;-5,00E-05;-0,002393;;
35138;549,069547;;549,069547;549,069552;5,00E-06;;;-5,00E-05;-0,000153;-0,000103;;
35139;549,069552;;549,069552;549,069607;5,50E-05;;;-0,000153;-0,000714;-0,000561;;
35140;549,069607;;549,069607;549,069815;0,000208;;;-0,000714;0,000889;0,001603;;
35141;549,069815;;549,069815;549,070737;0,000922;;;0,000889;-0,010245;-0,011134;;
35142;549,070737;;549,070737;549,07077;3,30E-05;;;-0,010245;0,009392;0,019637;;
35143;549,07077;;549,07077;549,081048;0,010278;;;0,009392;0,000838;-0,008554;;
35144;549,081048;;549,081048;549,081934;0,000886;;;0,000838;-0,004183;-0,005021;;
35145;549,081934;;549,081934;549,081982;4,80E-05;;;-0,004183;0,00423;0,008413;;
35146;549,081982;;549,081982;549,086213;0,004231;;;0,00423;-5,40E-05;-0,004284;;
35147;549,086213;;549,086213;549,086214;1,00E-06;;;-5,40E-05;-0,000209;-0,000155;;
35148;549,086214;;549,086214;549,086269;5,50E-05;;;-0,000209;0,000217;0,000426;;
35149;549,086269;;549,086269;549,086533;0,000264;;;0,000217;-0,007383;-0,0076;;
35150;549,086533;;549,086533;549,08658;4,70E-05;;;-0,007383;0,005497;0,01288;;
35151;549,08658;;549,08658;549,09401;0,00743;;;0,005497;0,001879;-0,003618;;
35152;549,09401;;549,09401;549,095943;0,001933;;;0,001879;-0,001955;-0,003834;;
35153;549,095943;;549,095943;549,095997;5,40E-05;;;-0,001955;0,001947;0,003902;;
35154;549,095997;;549,095997;549,098006;0,002009;;;0,001947;-0,003051;-0,004998;;
35155;549,098006;;549,098006;549,098068;6,20E-05;;;-0,003051;0,003112;0,006163;;
35156;549,098068;;549,098068;549,101181;0,003113;;;0,003112;-6,50E-05;-0,003177;;
35157;549,101181;;549,101181;549,101182;1,00E-06;;;-6,50E-05;-0,000596;-0,000531;;
35158;549,101182;;549,101182;549,101248;6,60E-05;;;-0,000596;0,00062;0,001216;;
35159;549,101248;;549,101248;549,10191;0,000662;;;0,00062;-0,00987;-0,01049;;
35160;549,10191;;549,10191;549,101952;4,20E-05;;;-0,00987;0,007978;0,017848;;
35161;549,101952;;549,101952;549,111864;0,009912;;;0,007978;0,001881;-0,006097;;
35162;549,111864;;549,111864;549,113798;0,001934;;;0,001881;-0,008513;-0,010394;;
35163;549,113798;;549,113798;549,113851;5,30E-05;;;-0,008513;0,008564;0,017077;;
35164;549,113851;;549,113851;549,122417;0,008566;;;0,008564;1,00E-06;-0,008563;;
35165;549,122417;;549,122417;549,122419;2,00E-06;;;1,00E-06;-8,70E-05;-8,80E-05;;
35166;549,122419;;549,122419;549,12242;1,00E-06;;;-8,70E-05;-1,60E-05;7,10E-05;;
35167;549,12242;;549,12242;549,122508;8,80E-05;;;-1,60E-05;7,20E-05;8,80E-05;;
35168;549,122508;;549,122508;549,122612;0,000104;;;7,20E-05;-0,00152;-0,001592;;
35169;549,122612;;549,122612;549,122644;3,20E-05;;;-0,00152;0,001513;0,003033;;
35170;549,122644;;549,122644;549,124196;0,001552;;;0,001513;-0,001485;-0,002998;;
35171;549,124196;;549,124196;549,124235;3,90E-05;;;-0,001485;-0,001772;-0,000287;;
35172;549,124235;;549,124235;549,125759;0,001524;;;-0,001772;0,003235;0,005007;;
35173;549,125759;;549,125759;549,129055;0,003296;;;0,003235;-0,001913;-0,005148;;
35174;549,129055;;549,129055;549,129116;6,10E-05;;;-0,001913;-0,009344;-0,007431;;
35175;549,129116;;549,129116;549,13109;0,001974;;;-0,009344;0,011316;0,02066;;
35176;549,13109;;549,13109;549,142408;0,011318;;;0,011316;-8,00E-05;-0,011396;;
35177;549,142408;;549,142408;549,14241;2,00E-06;;;-8,00E-05;-0,000475;-0,000395;;
35178;549,14241;;549,14241;549,142492;8,20E-05;;;-0,000475;0,000518;0,000993;;
35179;549,142492;;549,142492;549,143049;0,000557;;;0,000518;-0,00384;-0,004358;;
35180;549,143049;;549,143049;549,143088;3,90E-05;;;-0,00384;0,003878;0,007718;;
35181;549,143088;;549,143088;549,146967;0,003879;;;0,003878;-6,80E-05;-0,003946;;
35182;549,146967;;549,146967;549,146968;1,00E-06;;;-6,80E-05;-0,000177;-0,000109;;
35183;549,146968;;549,146968;549,147037;6,90E-05;;;-0,000177;0,000206;0,000383;;
35184;549,147037;;549,147037;549,147283;0,000246;;;0,000206;-0,00129;-0,001496;;
35185;549,147283;;549,147283;549,147323;4,00E-05;;;-0,00129;0,001291;0,002581;;
35186;549,147323;;549,147323;549,148653;0,00133;;;0,001291;-0,009929;-0,01122;;
35187;549,148653;;549,148653;549,148692;3,90E-05;;;-0,009929;0,009903;0,019832;;
35188;549,148692;;549,148692;549,15866;0,009968;;;0,009903;-0,002837;-0,01274;;
35189;549,15866;;549,15866;549,158725;6,50E-05;;;-0,002837;0,000813;0,00365;;
35190;549,158725;;549,158725;549,161627;0,002902;;;0,000813;0,002088;0,001275;;
35191;549,161627;;549,161627;549,163716;0,002089;;;0,002088;-6,00E-05;-0,002148;;
35192;549,163716;;549,163716;549,163717;1,00E-06;;;-6,00E-05;-1,70E-05;4,30E-05;;
35193;549,163717;;549,163717;549,163778;6,10E-05;;;-1,70E-05;-0,007967;-0,00795;;
35194;549,163778;;549,163778;549,163856;7,80E-05;;;-0,007967;0,007336;0,015303;;
35195;549,163856;;549,163856;549,171901;0,008045;;;0,007336;0,000662;-0,006674;;
35196;549,171901;;549,171901;549,17261;0,000709;;;0,000662;-0,002972;-0,003634;;
35197;549,17261;;549,17261;549,172657;4,70E-05;;;-0,002972;0,002967;0,005939;;
35198;549,172657;;549,172657;549,175676;0,003019;;;0,002967;-0,002905;-0,005872;;
35199;549,175676;;549,175676;549,175728;5,20E-05;;;-0,002905;0,002893;0,005798;;
35200;549,175728;;549,175728;549,178685;0,002957;;;0,002893;-0,003907;-0,0068;;
35201;549,178685;;549,178685;549,178749;6,40E-05;;;-0,003907;0,00392;0,007827;;
35202;549,178749;;549,178749;549,18272;0,003971;;;0,00392;-0,004725;-0,008645;;
35203;549,18272;;549,18272;549,182771;5,10E-05;;;-0,004725;0,004721;0,009446;;
35204;549,182771;;549,182771;549,187547;0,004776;;;0,004721;-0,00212;-0,006841;;
35205;549,187547;;549,187547;549,187602;5,50E-05;;;-0,00212;0,002122;0,004242;;
35206;549,187602;;549,187602;549,189777;0,002175;;;0,002122;-0,002933;-0,005055;;
35207;549,189777;;549,189777;549,18983;5,30E-05;;;-0,002933;0,002932;0,005865;;
35208;549,18983;;549,18983;549,192816;0,002986;;;0,002932;-0,002513;-0,005445;;
35209;549,192816;;549,192816;549,19287;5,40E-05;;;-0,002513;-0,002397;0,000116;;
35210;549,19287;;549,19287;549,195437;0,002567;;;-0,002397;0,004897;0,007294;;
35211;549,195437;;549,195437;549,200401;0,004964;;;0,004897;-0,001251;-0,006148;;
35212;549,200401;;549,200401;549,200468;6,70E-05;;;-0,001251;0,001275;0,002526;;
35213;549,200468;;549,200468;549,201786;0,001318;;;0,001275;-0,002716;-0,003991;;
35214;549,201786;;549,201786;549,201829;4,30E-05;;;-0,002716;0,000437;0,003153;;
35215;549,201829;;549,201829;549,204588;0,002759;;;0,000437;0,002275;0,001838;;
35216;549,204588;;549,204588;549,20691;0,002322;;;0,002275;-0,003868;-0,006143;;
35217;549,20691;;549,20691;549,206957;4,70E-05;;;-0,003868;-0,001693;0,002175;;
35218;549,206957;;549,206957;549,210872;0,003915;;;-0,001693;0,005604;0,007297;;
35219;549,210872;;549,210872;549,21648;0,005608;;;0,005604;3,00E-06;-0,005601;;
35220;549,21648;;549,21648;549,216484;4,00E-06;;;3,00E-06;0;-3,00E-06;;
35221;549,216484;;549,216484;549,216485;1,00E-06;;;0;0;0;;
35222;549,216485;;549,216485;549,216486;1,00E-06;;;0;-9,90E-05;-9,90E-05;;
35223;549,216486;;549,216486;549,216487;1,00E-06;;;-9,90E-05;2,60E-05;0,000125;;
35224;549,216487;;549,216487;549,216587;1,00E-04;;;2,60E-05;4,00E-05;1,40E-05;;
35225;549,216587;;549,216587;549,216661;7,40E-05;;;4,00E-05;-1,00E-06;-4,10E-05;;
35226;549,216661;;549,216661;549,216695;3,40E-05;;;-1,00E-06;-0,00031;-0,000309;;
35227;549,216695;;549,216695;549,21673;3,50E-05;;;-0,00031;0,000308;0,000618;;
35228;549,21673;;549,21673;549,217075;0,000345;;;0,000308;-0,002624;-0,002932;;
35229;549,217075;;549,217075;549,217112;3,70E-05;;;-0,002624;0,002511;0,005135;;
35230;549,217112;;549,217112;549,219773;0,002661;;;0,002511;0,00011;-0,002401;;
35231;549,219773;;549,219773;549,219923;0,00015;;;0,00011;-0,003405;-0,003515;;
35232;549,219923;;549,219923;549,219963;4,00E-05;;;-0,003405;0,003381;0,006786;;
35233;549,219963;;549,219963;549,223408;0,003445;;;0,003381;-0,001267;-0,004648;;
35234;549,223408;;549,223408;549,223472;6,40E-05;;;-0,001267;0,001289;0,002556;;
35235;549,223472;;549,223472;549,224803;0,001331;;;0,001289;-0,00073;-0,002019;;
35236;549,224803;;549,224803;549,224845;4,20E-05;;;-0,00073;-0,000107;0,000623;;
35237;549,224845;;549,224845;549,225617;0,000772;;;-0,000107;0,000838;0,000945;;
35238;549,225617;;549,225617;549,226496;0,000879;;;0,000838;-0,003201;-0,004039;;
35239;549,226496;;549,226496;549,226537;4,10E-05;;;-0,003201;0,003241;0,006442;;
35240;549,226537;;549,226537;549,229779;0,003242;;;0,003241;-6,50E-05;-0,003306;;
35241;549,229779;;549,229779;549,22978;1,00E-06;;;-6,50E-05;-0,002016;-0,001951;;
35242;549,22978;;549,22978;549,229846;6,60E-05;;;-0,002016;0,00204;0,004056;;
35243;549,229846;;549,229846;549,231928;0,002082;;;0,00204;-0,001991;-0,004031;;
35244;549,231928;;549,231928;549,23197;4,20E-05;;;-0,001991;0,002032;0,004023;;
35245;549,23197;;549,23197;549,234003;0,002033;;;0,002032;-0,000191;-0,002223;;
35246;549,234003;;549,234003;549,234004;1,00E-06;;;-0,000191;0,000126;0,000317;;
35247;549,234004;;549,234004;549,234196;0,000192;;;0,000126;-0,002413;-0,002539;;
35248;549,234196;;549,234196;549,234262;6,60E-05;;;-0,002413;0,00242;0,004833;;
35249;549,234262;;549,234262;549,236741;0,002479;;;0,00242;-0,001868;-0,004288;;
35250;549,236741;;549,236741;549,2368;5,90E-05;;;-0,001868;0,001863;0,003731;;
35251;549,2368;;549,2368;549,238727;0,001927;;;0,001863;-0,011244;-0,013107;;
35252;549,238727;;549,238727;549,238791;6,40E-05;;;-0,011244;0,011306;0,02255;;
35253;549,238791;;549,238791;549,250099;0,011308;;;0,011306;-7,10E-05;-0,011377;;
35254;549,250099;;549,250099;549,250101;2,00E-06;;;-7,10E-05;-3,20E-05;3,90E-05;;
35255;549,250101;;549,250101;549,250174;7,30E-05;;;-3,20E-05;-0,000251;-0,000219;;
35256;549,250174;;549,250174;549,250279;0,000105;;;-0,000251;0,00035;0,000601;;
35257;549,250279;;549,250279;549,250635;0,000356;;;0,00035;-4,50E-05;-0,000395;;
35258;549,250635;;549,250635;549,250641;6,00E-06;;;-4,50E-05;-0,006107;-0,006062;;
35259;549,250641;;549,250641;549,250692;5,10E-05;;;-0,006107;0,006094;0,012201;;
35260;549,250692;;549,250692;549,25685;0,006158;;;0,006094;-0,004831;-0,010925;;
35261;549,25685;;549,25685;549,256914;6,40E-05;;;-0,004831;0,004893;0,009724;;
35262;549,256914;;549,256914;549,261809;0,004895;;;0,004893;-4,90E-05;-0,004942;;
35263;549,261809;;549,261809;549,261811;2,00E-06;;;-4,90E-05;-2,40E-05;2,50E-05;;
35264;549,261811;;549,261811;549,261862;5,10E-05;;;-2,40E-05;-0,00598;-0,005956;;
35265;549,261862;;549,261862;549,261937;7,50E-05;;;-0,00598;0,004513;0,010493;;
35266;549,261937;;549,261937;549,267992;0,006055;;;0,004513;0,001498;-0,003015;;
35267;549,267992;;549,267992;549,269534;0,001542;;;0,001498;-0,003025;-0,004523;;
35268;549,269534;;549,269534;549,269578;4,40E-05;;;-0,003025;0,00203;0,005055;;
35269;549,269578;;549,269578;549,272647;0,003069;;;0,00203;0,001038;-0,000992;;
35270;549,272647;;549,272647;549,273686;0,001039;;;0,001038;-4,70E-05;-0,001085;;
35271;549,273686;;549,273686;549,273687;1,00E-06;;;-4,70E-05;-0,000179;-0,000132;;
35272;549,273687;;549,273687;549,273735;4,80E-05;;;-0,000179;0,000186;0,000365;;
35273;549,273735;;549,273735;549,273962;0,000227;;;0,000186;-0,000443;-0,000629;;
35274;549,273962;;549,273962;549,274003;4,10E-05;;;-0,000443;0,000455;0,000898;;
35275;549,274003;;549,274003;549,274487;0,000484;;;0,000455;-0,002135;-0,00259;;
35276;549,274487;;549,274487;549,274516;2,90E-05;;;-0,002135;0,002124;0,004259;;
35277;549,274516;;549,274516;549,27668;0,002164;;;0,002124;-0,002866;-0,00499;;
35278;549,27668;;549,27668;549,27672;4,00E-05;;;-0,002866;0,002859;0,005725;;
35279;549,27672;;549,27672;549,279626;0,002906;;;0,002859;-0,010113;-0,012972;;
35280;549,279626;;549,279626;549,279673;4,70E-05;;;-0,010113;0,010085;0,020198;;
35281;549,279673;;549,279673;549,289833;0,01016;;;0,010085;-0,001614;-0,011699;;
35282;549,289833;;549,289833;549,289908;7,50E-05;;;-0,001614;0,001643;0,003257;;
35283;549,289908;;549,289908;549,291597;0,001689;;;0,001643;-0,001005;-0,002648;;
35284;549,291597;;549,291597;549,291643;4,60E-05;;;-0,001005;0,001014;0,002019;;
35285;549,291643;;549,291643;549,292694;0,001051;;;0,001014;-0,001776;-0,00279;;
35286;549,292694;;549,292694;549,292731;3,70E-05;;;-0,001776;-0,000168;0,001608;;
35287;549,292731;;549,292731;549,294544;0,001813;;;-0,000168;0,001948;0,002116;;
35288;549,294544;;549,294544;549,296525;0,001981;;;0,001948;-0,004197;-0,006145;;
35289;549,296525;;549,296525;549,296558;3,30E-05;;;-0,004197;0,004225;0,008422;;
35290;549,296558;;549,296558;549,300788;0,00423;;;0,004225;-6,70E-05;-0,004292;;
35291;549,300788;;549,300788;549,300793;5,00E-06;;;-6,70E-05;-0,006675;-0,006608;;
35292;549,300793;;549,300793;549,300865;7,20E-05;;;-0,006675;0,006697;0,013372;;
35293;549,300865;;549,300865;549,307612;0,006747;;;0,006697;-0,000763;-0,00746;;
35294;549,307612;;549,307612;549,307662;5,00E-05;;;-0,000763;-0,003189;-0,002426;;
35295;549,307662;;549,307662;549,308475;0,000813;;;-0,003189;0,003959;0,007148;;
35296;549,308475;;549,308475;549,312477;0,004002;;;0,003959;-0,001358;-0,005317;;
35297;549,312477;;549,312477;549,31252;4,30E-05;;;-0,001358;0,0014;0,002758;;
35298;549,31252;;549,31252;549,313921;0,001401;;;0,0014;-4,50E-05;-0,001445;;
35299;549,313921;;549,313921;549,313922;1,00E-06;;;-4,50E-05;-0,001784;-0,001739;;
35300;549,313922;;549,313922;549,313968;4,60E-05;;;-0,001784;0,001775;0,003559;;
35301;549,313968;;549,313968;549,315798;0,00183;;;0,001775;-0,00617;-0,007945;;
35302;549,315798;;549,315798;549,315853;5,50E-05;;;-0,00617;0,006149;0,012319;;
35303;549,315853;;549,315853;549,322078;0,006225;;;0,006149;-0,002421;-0,00857;;
35304;549,322078;;549,322078;549,322154;7,60E-05;;;-0,002421;0,002457;0,004878;;
35305;549,322154;;549,322154;549,324651;0,002497;;;0,002457;-0,006038;-0,008495;;
35306;549,324651;;549,324651;549,324691;4,00E-05;;;-0,006038;0,006018;0,012056;;
35307;549,324691;;549,324691;549,330769;0,006078;;;0,006018;-0,0006;-0,006618;;
35308;549,330769;;549,330769;549,330829;6,00E-05;;;-0,0006;0,000609;0,001209;;
35309;549,330829;;549,330829;549,331489;0,00066;;;0,000609;-0,003111;-0,00372;;
35310;549,331489;;549,331489;549,33154;5,10E-05;;;-0,003111;0,003097;0,006208;;
35311;549,33154;;549,33154;549,334702;0,003162;;;0,003097;-0,001739;-0,004836;;
35312;549,334702;;549,334702;549,334767;6,50E-05;;;-0,001739;0,00176;0,003499;;
35313;549,334767;;549,334767;549,336571;0,001804;;;0,00176;-0,002782;-0,004542;;
35314;549,336571;;549,336571;549,336615;4,40E-05;;;-0,002782;0,002792;0,005574;;
35315;549,336615;;549,336615;549,339441;0,002826;;;0,002792;-0,004974;-0,007766;;
35316;549,339441;;549,339441;549,339475;3,40E-05;;;-0,004974;0,004963;0,009937;;
35317;549,339475;;549,339475;549,344483;0,005008;;;0,004963;-0,009386;-0,014349;;
35318;549,344483;;549,344483;549,344528;4,50E-05;;;-0,009386;0,009427;0,018813;;
35319;549,344528;;549,344528;549,353959;0,009431;;;0,009427;-6,40E-05;-0,009491;;
35320;549,353959;;549,353959;549,353963;4,00E-06;;;-6,40E-05;-0,006479;-0,006415;;
35321;549,353963;;549,353963;549,354031;6,80E-05;;;-0,006479;0,006546;0,013025;;
35322;549,354031;;549,354031;549,360578;0,006547;;;0,006546;0;-0,006546;;
35323;549,360578;;549,360578;549,360579;1,00E-06;;;0;-5,70E-05;-5,70E-05;;
35324;549,360579;;549,360579;549,36058;1,00E-06;;;-5,70E-05;-3,00E-06;5,40E-05;;
35325;549,36058;;549,36058;549,360638;5,80E-05;;;-3,00E-06;1,50E-05;1,80E-05;;
35326;549,360638;;549,360638;549,360699;6,10E-05;;;1,50E-05;-0,000678;-0,000693;;
35327;549,360699;;549,360699;549,360745;4,60E-05;;;-0,000678;0,000691;0,001369;;
35328;549,360745;;549,360745;549,361469;0,000724;;;0,000691;-0,004009;-0,0047;;
35329;549,361469;;549,361469;549,361502;3,30E-05;;;-0,004009;-0,005854;-0,001845;;
35330;549,361502;;549,361502;549,365544;0,004042;;;-0,005854;0,00984;0,015694;;
35331;549,365544;;549,365544;549,37544;0,009896;;;0,00984;-0,005026;-0,014866;;
35332;549,37544;;549,37544;549,375496;5,60E-05;;;-0,005026;0,005031;0,010057;;
35333;549,375496;;549,375496;549,380578;0,005082;;;0,005031;-0,003926;-0,008957;;
35334;549,380578;;549,380578;549,380629;5,10E-05;;;-0,003926;0,000742;0,004668;;
35335;549,380629;;549,380629;549,384606;0,003977;;;0,000742;0,003231;0,002489;;
35336;549,384606;;549,384606;549,387841;0,003235;;;0,003231;-4,60E-05;-0,003277;;
35337;549,387841;;549,387841;549,387845;4,00E-06;;;-4,60E-05;-3,90E-05;7,00E-06;;
35338;549,387845;;549,387845;549,387895;5,00E-05;;;-3,90E-05;-0,00011;-7,10E-05;;
35339;549,387895;;549,387895;549,387984;8,90E-05;;;-0,00011;-0,004652;-0,004542;;
35340;549,387984;;549,387984;549,388183;0,000199;;;-0,004652;0,004813;0,009465;;
35341;549,388183;;549,388183;549,393034;0,004851;;;0,004813;-0,001412;-0,006225;;
35342;549,393034;;549,393034;549,393072;3,80E-05;;;-0,001412;-0,007311;-0,005899;;
35343;549,393072;;549,393072;549,394522;0,00145;;;-0,007311;0,008757;0,016068;;
35344;549,394522;;549,394522;549,403283;0,008761;;;0,008757;-7,20E-05;-0,008829;;
35345;549,403283;;549,403283;549,403287;4,00E-06;;;-7,20E-05;-0,010583;-0,010511;;
35346;549,403287;;549,403287;549,403363;7,60E-05;;;-0,010583;0,010597;0,02118;;
35347;549,403363;;549,403363;549,414022;0,010659;;;0,010597;-0,000858;-0,011455;;
35348;549,414022;;549,414022;549,414084;6,20E-05;;;-0,000858;0,000877;0,001735;;
35349;549,414084;;549,414084;549,415004;0,00092;;;0,000877;-0,002801;-0,003678;;
35350;549,415004;;549,415004;549,415047;4,30E-05;;;-0,002801;0,002807;0,005608;;
35351;549,415047;;549,415047;549,417891;0,002844;;;0,002807;-0,002279;-0,005086;;
35352;549,417891;;549,417891;549,417928;3,70E-05;;;-0,002279;0,002315;0,004594;;
35353;549,417928;;549,417928;549,420244;0,002316;;;0,002315;-4,60E-05;-0,002361;;
35354;549,420244;;549,420244;549,420245;1,00E-06;;;-4,60E-05;-0,006515;-0,006469;;
35355;549,420245;;549,420245;549,420292;4,70E-05;;;-0,006515;0,006511;0,013026;;
35356;549,420292;;549,420292;549,426854;0,006562;;;0,006511;-0,006062;-0,012573;;
35357;549,426854;;549,426854;549,426905;5,10E-05;;;-0,006062;0,006061;0,012123;;
35358;549,426905;;549,426905;549,433018;0,006113;;;0,006061;-0,001932;-0,007993;;
35359;549,433018;;549,433018;549,43307;5,20E-05;;;-0,001932;0,001949;0,003881;;
35360;549,43307;;549,43307;549,435054;0,001984;;;0,001949;-0,000996;-0,002945;;
35361;549,435054;;549,435054;549,435089;3,50E-05;;;-0,000996;0,000987;0,001983;;
35362;549,435089;;549,435089;549,43612;0,001031;;;0,000987;-0,000748;-0,001735;;
35363;549,43612;;549,43612;549,436164;4,40E-05;;;-0,000748;-0,00921;-0,008462;;
35364;549,436164;;549,436164;549,436956;0,000792;;;-0,00921;0,009956;0,019166;;
35365;549,436956;;549,436956;549,446958;0,010002;;;0,009956;-0,001854;-0,01181;;
35366;549,446958;;549,446958;549,447004;4,60E-05;;;-0,001854;0,001775;0,003629;;
35367;549,447004;;549,447004;549,448904;0,0019;;;0,001775;-0,000654;-0,002429;;
35368;549,448904;;549,448904;549,449029;0,000125;;;-0,000654;-0,001243;-0,000589;;
35369;549,449029;;549,449029;549,449808;0,000779;;;-0,001243;0,00198;0,003223;;
35370;549,449808;;549,449808;549,45183;0,002022;;;0,00198;-0,002042;-0,004022;;
35371;549,45183;;549,45183;549,451872;4,20E-05;;;-0,002042;0,002082;0,004124;;
35372;549,451872;;549,451872;549,453956;0,002084;;;0,002082;-5,20E-05;-0,002134;;
35373;549,453956;;549,453956;549,453958;2,00E-06;;;-5,20E-05;-0,000234;-0,000182;;
35374;549,453958;;549,453958;549,454012;5,40E-05;;;-0,000234;-0,00222;-0,001986;;
35375;549,454012;;549,454012;549,4543;0,000288;;;-0,00222;0,002474;0,004694;;
35376;549,4543;;549,4543;549,456808;0,002508;;;0,002474;-0,004743;-0,007217;;
35377;549,456808;;549,456808;549,456842;3,40E-05;;;-0,004743;-0,009442;-0,004699;;
35378;549,456842;;549,456842;549,461619;0,004777;;;-0,009442;0,014217;0,023659;;
35379;549,461619;;549,461619;549,475838;0,014219;;;0,014217;-8,10E-05;-0,014298;;
35380;549,475838;;549,475838;549,47584;2,00E-06;;;-8,10E-05;-0,000188;-0,000107;;
35381;549,47584;;549,47584;549,475923;8,30E-05;;;-0,000188;-0,002565;-0,002377;;
35382;549,475923;;549,475923;549,476194;0,000271;;;-0,002565;0,002835;0,0054;;
35383;549,476194;;549,476194;549,47903;0,002836;;;0,002835;-4,10E-05;-0,002876;;
35384;549,47903;;549,47903;549,479031;1,00E-06;;;-4,10E-05;-3,00E-05;1,10E-05;;
35385;549,479031;;549,479031;549,479073;4,20E-05;;;-3,00E-05;-0,004387;-0,004357;;
35386;549,479073;;549,479073;549,479145;7,20E-05;;;-0,004387;0,004456;0,008843;;
35387;549,479145;;549,479145;549,483604;0,004459;;;0,004456;-5,70E-05;-0,004513;;
35388;549,483604;;549,483604;549,483607;3,00E-06;;;-5,70E-05;-2,80E-05;2,90E-05;;
35389;549,483607;;549,483607;549,483667;6,00E-05;;;-2,80E-05;-2,80E-05;0;;
35390;549,483667;;549,483667;549,483755;8,80E-05;;;-2,80E-05;-0,007179;-0,007151;;
35391;549,483755;;549,483755;549,483871;0,000116;;;-0,007179;0,007294;0,014473;;
35392;549,483871;;549,483871;549,491166;0,007295;;;0,007294;-8,30E-05;-0,007377;;
35393;549,491166;;549,491166;549,491167;1,00E-06;;;-8,30E-05;5,00E-06;8,80E-05;;
35394;549,491167;;549,491167;549,491251;8,40E-05;;;5,00E-06;-0,00048;-0,000485;;
35395;549,491251;;549,491251;549,49133;7,90E-05;;;-0,00048;0,000558;0,001038;;
35396;549,49133;;549,49133;549,491889;0,000559;;;0,000558;0;-0,000558;;
35397;549,491889;;549,491889;549,49189;1,00E-06;;;0;-4,80E-05;-4,80E-05;;
35398;549,49189;;549,49189;549,491891;1,00E-06;;;-4,80E-05;-0,000878;-0,00083;;
35399;549,491891;;549,491891;549,49194;4,90E-05;;;-0,000878;0,000891;0,001769;;
35400;549,49194;;549,49194;549,492867;0,000927;;;0,000891;-0,002867;-0,003758;;
35401;549,492867;;549,492867;549,492903;3,60E-05;;;-0,002867;0,000677;0,003544;;
35402;549,492903;;549,492903;549,495806;0,002903;;;0,000677;0,002178;0,001501;;
35403;549,495806;;549,495806;549,498032;0,002226;;;0,002178;-0,000682;-0,00286;;
35404;549,498032;;549,498032;549,49808;4,80E-05;;;-0,000682;0,000692;0,001374;;
35405;549,49808;;549,49808;549,49881;0,00073;;;0,000692;-0,009096;-0,009788;;
35406;549,49881;;549,49881;549,498848;3,80E-05;;;-0,009096;0,009133;0,018229;;
35407;549,498848;;549,498848;549,507982;0,009134;;;0,009133;-6,90E-05;-0,009202;;
35408;549,507982;;549,507982;549,507983;1,00E-06;;;-6,90E-05;-0,006716;-0,006647;;
35409;549,507983;;549,507983;549,508053;7,00E-05;;;-0,006716;0,006785;0,013501;;
35410;549,508053;;549,508053;549,514839;0,006786;;;0,006785;-6,60E-05;-0,006851;;
35411;549,514839;;549,514839;549,51484;1,00E-06;;;-6,60E-05;-0,002336;-0,00227;;
35412;549,51484;;549,51484;549,514907;6,70E-05;;;-0,002336;0,002399;0,004735;;
35413;549,514907;;549,514907;549,51731;0,002403;;;0,002399;-5,70E-05;-0,002456;;
35414;549,51731;;549,51731;549,517314;4,00E-06;;;-5,70E-05;-0,000154;-9,70E-05;;
35415;549,517314;;549,517314;549,517375;6,10E-05;;;-0,000154;0,000182;0,000336;;
35416;549,517375;;549,517375;549,51759;0,000215;;;0,000182;-0,004733;-0,004915;;
35417;549,51759;;549,51759;549,517623;3,30E-05;;;-0,004733;0,004764;0,009497;;
35418;549,517623;;549,517623;549,522389;0,004766;;;0,004764;-4,90E-05;-0,004813;;
35419;549,522389;;549,522389;549,522391;2,00E-06;;;-4,90E-05;-0,006453;-0,006404;;
35420;549,522391;;549,522391;549,522442;5,10E-05;;;-0,006453;0,005378;0,011831;;
35421;549,522442;;549,522442;549,528946;0,006504;;;0,005378;0,001125;-0,004253;;
35422;549,528946;;549,528946;549,530072;0,001126;;;0,001125;-4,30E-05;-0,001168;;
35423;549,530072;;549,530072;549,530073;1,00E-06;;;-4,30E-05;-0,000242;-0,000199;;
35424;549,530073;;549,530073;549,530117;4,40E-05;;;-0,000242;0,000252;0,000494;;
35425;549,530117;;549,530117;549,530403;0,000286;;;0,000252;-0,004931;-0,005183;;
35426;549,530403;;549,530403;549,530437;3,40E-05;;;-0,004931;0,004964;0,009895;;
35427;549,530437;;549,530437;549,535402;0,004965;;;0,004964;-5,60E-05;-0,00502;;
